sep=,
"Input","Match type","Approved symbol","Approved name","HGNC ID","Location"
"HCK","Approved symbol","HCK","HCK proto-oncogene, Src family tyrosine kinase","HGNC:4840","20q11.21"
"ELMO1","Approved symbol","ELMO1","engulfment and cell motility 1","HGNC:16286","7p14.2-p14.1"
"NPL","Approved symbol","NPL","N-acetylneuraminate pyruvate lyase","HGNC:16781","1q25.3"
"LCP1","Approved symbol","LCP1","lymphocyte cytosolic protein 1","HGNC:6528","13q14.13"
"LCP1","Alias symbol","TOX4","TOX high mobility group box family member 4","HGNC:20161","14q11.2"
"NCF2","Approved symbol","NCF2","neutrophil cytosolic factor 2","HGNC:7661","1q25.3"
"STAT5A","Approved symbol","STAT5A","signal transducer and activator of transcription 5A","HGNC:11366","17q21.2"
"SYT7","Approved symbol","SYT7","synaptotagmin 7","HGNC:11514","11q12.2"
"HSD17B11","Approved symbol","HSD17B11","hydroxysteroid 17-beta dehydrogenase 11","HGNC:22960","4q22.1"
"SEMA4A","Approved symbol","SEMA4A","semaphorin 4A","HGNC:10729","1q22"
"LYZ","Approved symbol","LYZ","lysozyme","HGNC:6740","12q15"
"ITGB2","Approved symbol","ITGB2","integrin subunit beta 2","HGNC:6155","21q22.3"
"ABCA7","Approved symbol","ABCA7","ATP binding cassette subfamily A member 7","HGNC:37","19p13.3"
"RFTN1","Approved symbol","RFTN1","raftlin, lipid raft linker 1","HGNC:30278","3p24.3"
"PSMB9","Approved symbol","PSMB9","proteasome 20S subunit beta 9","HGNC:9546","6p21.32"
"IKZF1","Approved symbol","IKZF1","IKAROS family zinc finger 1","HGNC:13176","7p12.2"
"FMNL1","Approved symbol","FMNL1","formin like 1","HGNC:1212","17q21.31"
"ACSL1","Approved symbol","ACSL1","acyl-CoA synthetase long chain family member 1","HGNC:3569","4q35.1"
"HLA-E","Approved symbol","HLA-E","major histocompatibility complex, class I, E","HGNC:4962","6p22.1"
"EPHB2","Approved symbol","EPHB2","EPH receptor B2","HGNC:3393","1p36.12"
"TFAP2A","Approved symbol","TFAP2A","transcription factor AP-2 alpha","HGNC:11742","6p24.3"
"C3","Approved symbol","C3","complement C3","HGNC:1318","19p13.3"
"IFI30","Approved symbol","IFI30","IFI30 lysosomal thiol reductase","HGNC:5398","19p13.11"
"PAG1","Approved symbol","PAG1","phosphoprotein membrane anchor with glycosphingolipid microdomains 1","HGNC:30043","8q21.13"
"ACSL5","Approved symbol","ACSL5","acyl-CoA synthetase long chain family member 5","HGNC:16526","10q25.2"
"LRRC33","Previous symbol","NRROS","negative regulator of reactive oxygen species","HGNC:24613","3q29"
"SHANK2","Approved symbol","SHANK2","SH3 and multiple ankyrin repeat domains 2","HGNC:14295","11q13.3-q13.4"
"NTHL1","Approved symbol","NTHL1","nth like DNA glycosylase 1","HGNC:8028","16p13.3"
"SIX4","Approved symbol","SIX4","SIX homeobox 4","HGNC:10890","14q23.1"
"MMP9","Approved symbol","MMP9","matrix metallopeptidase 9","HGNC:7176","20q13.12"
"TMEM99","Previous symbol","KRT10-AS1","KRT10 antisense RNA 1","HGNC:28305","17q21.2"
"NLRC5","Approved symbol","NLRC5","NLR family CARD domain containing 5","HGNC:29933","16q13"
"CTSS","Approved symbol","CTSS","cathepsin S","HGNC:2545","1q21.3"
"ARHGAP30","Approved symbol","ARHGAP30","Rho GTPase activating protein 30","HGNC:27414","1q23.3"
"CCR1","Approved symbol","CCR1","C-C motif chemokine receptor 1","HGNC:1602","3p21.31"
"LPXN","Approved symbol","LPXN","leupaxin","HGNC:14061","11q12.1"
"SYNE1","Approved symbol","SYNE1","spectrin repeat containing nuclear envelope protein 1","HGNC:17089","6q25.2"
"ATP6V0E2","Approved symbol","ATP6V0E2","ATPase H+ transporting V0 subunit e2","HGNC:21723","7q36.1"
"SERPINB9","Approved symbol","SERPINB9","serpin family B member 9","HGNC:8955","6p25.2"
"TNFRSF1B","Approved symbol","TNFRSF1B","TNF receptor superfamily member 1B","HGNC:11917","1p36.22"
"HLA-B","Approved symbol","HLA-B","major histocompatibility complex, class I, B","HGNC:4932","6p21.33"
"SNX10","Approved symbol","SNX10","sorting nexin 10","HGNC:14974","7p15.2"
"ST3GAL5","Approved symbol","ST3GAL5","ST3 beta-galactoside alpha-2,3-sialyltransferase 5","HGNC:10872","2p11.2"
"ADAM6","Approved symbol","ADAM6","ADAM metallopeptidase domain 6 (pseudogene)","HGNC:213","14q32.33"
"SYK","Approved symbol","SYK","spleen associated tyrosine kinase","HGNC:11491","9q22.2"
"CELF2","Approved symbol","CELF2","CUGBP Elav-like family member 2","HGNC:2550","10p14"
"SOCS3","Approved symbol","SOCS3","suppressor of cytokine signaling 3","HGNC:19391","17q25.3"
"LOC283070","Unmatched","","","",""
"GAL3ST4","Approved symbol","GAL3ST4","galactose-3-O-sulfotransferase 4","HGNC:24145","7q22.1"
"KSR1","Approved symbol","KSR1","kinase suppressor of ras 1","HGNC:6465","17q11.2"
"SRGN","Approved symbol","SRGN","serglycin","HGNC:9361","10q22.1"
"HLA-H","Approved symbol","HLA-H","major histocompatibility complex, class I, H (pseudogene)","HGNC:4965","6p22.1"
"HLA-H","Alias symbol","HFE","homeostatic iron regulator","HGNC:4886","6p22.2"
"TAP1","Approved symbol","TAP1","transporter 1, ATP binding cassette subfamily B member","HGNC:43","6p21.32"
"TAP1","Alias symbol","SEC14L2","SEC14 like lipid binding 2","HGNC:10699","22q12.2"
"TNFAIP2","Approved symbol","TNFAIP2","TNF alpha induced protein 2","HGNC:11895","14q32.32"
"UBE2E2","Approved symbol","UBE2E2","ubiquitin conjugating enzyme E2 E2","HGNC:12478","3p24.3"
"ZNRF3","Approved symbol","ZNRF3","zinc and ring finger 3","HGNC:18126","22q12.1"
"ENO2","Approved symbol","ENO2","enolase 2","HGNC:3353","12p13.31"
"EMILIN2","Approved symbol","EMILIN2","elastin microfibril interfacer 2","HGNC:19881","18p11.32-p11.31"
"CORO1A","Approved symbol","CORO1A","coronin 1A","HGNC:2252","16p11.2"
"APOB48R","Alias symbol","APOBR","apolipoprotein B receptor","HGNC:24087","16p12.1"
"SATB1","Approved symbol","SATB1","SATB homeobox 1","HGNC:10541","3p24.3"
"MBP","Approved symbol","MBP","myelin basic protein","HGNC:6925","18q23"
"MBP","Alias symbol","MBL2","mannose binding lectin 2","HGNC:6922","10q21.1"
"MBP","Alias symbol","PRG2","proteoglycan 2, pro eosinophil major basic protein","HGNC:9362","11q12.1"
"RGPD1","Approved symbol","RGPD1","RANBP2 like and GRIP domain containing 1","HGNC:32414","2p11.2"
"CAMK2D","Approved symbol","CAMK2D","calcium/calmodulin dependent protein kinase II delta","HGNC:1462","4q26"
"ARHGAP26","Approved symbol","ARHGAP26","Rho GTPase activating protein 26","HGNC:17073","5q31.3"
"RASSF5","Approved symbol","RASSF5","Ras association domain family member 5","HGNC:17609","1q32.1"
"HLA-A","Approved symbol","HLA-A","major histocompatibility complex, class I, A","HGNC:4931","6p22.1"
"IL18BP","Approved symbol","IL18BP","interleukin 18 binding protein","HGNC:5987","11q13.4"
"ICAM2","Approved symbol","ICAM2","intercellular adhesion molecule 2","HGNC:5345","17q23.3"
"C10orf54","Previous symbol","VSIR","V-set immunoregulatory receptor","HGNC:30085","10q22.1"
"NR1D1","Approved symbol","NR1D1","nuclear receptor subfamily 1 group D member 1","HGNC:7962","17q21.1"
"SLAMF8","Approved symbol","SLAMF8","SLAM family member 8","HGNC:21391","1q23.2"
"SGK1","Approved symbol","SGK1","serum/glucocorticoid regulated kinase 1","HGNC:10810","6q23.2"
"STK17B","Approved symbol","STK17B","serine/threonine kinase 17b","HGNC:11396","2q32.3"
"BLNK","Approved symbol","BLNK","B cell linker","HGNC:14211","10q24.1"
"TNFAIP8","Approved symbol","TNFAIP8","TNF alpha induced protein 8","HGNC:17260","5q23.1"
"PLBD1","Approved symbol","PLBD1","phospholipase B domain containing 1","HGNC:26215","12p13.1"
"INPP1","Approved symbol","INPP1","inositol polyphosphate-1-phosphatase","HGNC:6071","2q32.2"
"ADRBK2","Previous symbol","GRK3","G protein-coupled receptor kinase 3","HGNC:290","22q12.1"
"FLJ23867","Unmatched","","","",""
"EMB","Approved symbol","EMB","embigin","HGNC:30465","5q11.1"
"EMB","Alias symbol","XPO1","exportin 1","HGNC:12825","2p15"
"TMOD2","Approved symbol","TMOD2","tropomodulin 2","HGNC:11872","15q21.2"
"TRAF1","Approved symbol","TRAF1","TNF receptor associated factor 1","HGNC:12031","9q33.2"
"ZNF518B","Approved symbol","ZNF518B","zinc finger protein 518B","HGNC:29365","4p16.1"
"ZFP36L2","Approved symbol","ZFP36L2","ZFP36 ring finger protein like 2","HGNC:1108","2p21"
"RASSF2","Approved symbol","RASSF2","Ras association domain family member 2","HGNC:9883","20p13"
"TREM2","Approved symbol","TREM2","triggering receptor expressed on myeloid cells 2","HGNC:17761","6p21.1"
"FAM115C","Previous symbol","TCAF2","TRPM8 channel associated factor 2","HGNC:26878","7q35"
"SLC43A2","Approved symbol","SLC43A2","solute carrier family 43 member 2","HGNC:23087","17p13.3"
"MAP3K5","Approved symbol","MAP3K5","mitogen-activated protein kinase kinase kinase 5","HGNC:6857","6q23.3"
"LPCAT2","Approved symbol","LPCAT2","lysophosphatidylcholine acyltransferase 2","HGNC:26032","16q12.2"
"PAQR8","Approved symbol","PAQR8","progestin and adipoQ receptor family member 8","HGNC:15708","6p12.2"
"ETS1","Approved symbol","ETS1","ETS proto-oncogene 1, transcription factor","HGNC:3488","11q24.3"
"EPB41L2","Approved symbol","EPB41L2","erythrocyte membrane protein band 4.1 like 2","HGNC:3379","6q23.1-q23.2"
"ARID5A","Approved symbol","ARID5A","AT-rich interaction domain 5A","HGNC:17361","2q11.2"
"FES","Approved symbol","FES","FES proto-oncogene, tyrosine kinase","HGNC:3657","15q26.1"
"CSF3R","Approved symbol","CSF3R","colony stimulating factor 3 receptor","HGNC:2439","1p34.3"
"SYTL3","Approved symbol","SYTL3","synaptotagmin like 3","HGNC:15587","6q25.3"
"LOC96610","Unmatched","","","",""
"ALPL","Approved symbol","ALPL","alkaline phosphatase, biomineralization associated","HGNC:438","1p36.12"
"HLA-F","Approved symbol","HLA-F","major histocompatibility complex, class I, F","HGNC:4963","6p22.1"
"CD14","Approved symbol","CD14","CD14 molecule","HGNC:1628","5q31.3"
"SLFN11","Approved symbol","SLFN11","schlafen family member 11","HGNC:26633","17q12"
"CD97","Previous symbol","ADGRE5","adhesion G protein-coupled receptor E5","HGNC:1711","19p13.12"
"TCN2","Approved symbol","TCN2","transcobalamin 2","HGNC:11653","22q12.2"
"FN3K","Approved symbol","FN3K","fructosamine 3 kinase","HGNC:24822","17q25.3"
"CYBA","Approved symbol","CYBA","cytochrome b-245 alpha chain","HGNC:2577","16q24.2"
"SEMA7A","Approved symbol","SEMA7A","semaphorin 7A (John Milton Hagen blood group)","HGNC:10741","15q24.1"
"SPOCK2","Approved symbol","SPOCK2","SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2","HGNC:13564","10q22.1"
"GYPC","Approved symbol","GYPC","glycophorin C (Gerbich blood group)","HGNC:4704","2q14.3"
"FAM128A","Previous symbol","MZT2A","mitotic spindle organizing protein 2A","HGNC:33187","2q21.1"
"GNB4","Approved symbol","GNB4","G protein subunit beta 4","HGNC:20731","3q26.33"
"RAB7L1","Previous symbol","RAB29","RAB29, member RAS oncogene family","HGNC:9789","1q32.1"
"KIAA0922","Previous symbol","TMEM131L","transmembrane 131 like","HGNC:29146","4q31.3"
"S100A4","Approved symbol","S100A4","S100 calcium binding protein A4","HGNC:10494","1q21.3"
"IFI16","Approved symbol","IFI16","interferon gamma inducible protein 16","HGNC:5395","1q23.1"
"GUCY1A3","Previous symbol","GUCY1A1","guanylate cyclase 1 soluble subunit alpha 1","HGNC:4685","4q32.1"
"EPB41L3","Approved symbol","EPB41L3","erythrocyte membrane protein band 4.1 like 3","HGNC:3380","18p11.31"
"SOAT1","Approved symbol","SOAT1","sterol O-acyltransferase 1","HGNC:11177","1q25.2"
"RASGRP3","Approved symbol","RASGRP3","RAS guanyl releasing protein 3","HGNC:14545","2p22.3"
"ACP5","Approved symbol","ACP5","acid phosphatase 5, tartrate resistant","HGNC:124","19p13.2"
"MLKL","Approved symbol","MLKL","mixed lineage kinase domain like pseudokinase","HGNC:26617","16q23.1"
"PLTP","Approved symbol","PLTP","phospholipid transfer protein","HGNC:9093","20q13.12"
"FYN","Approved symbol","FYN","FYN proto-oncogene, Src family tyrosine kinase","HGNC:4037","6q21"
"CXCR4","Approved symbol","CXCR4","C-X-C motif chemokine receptor 4","HGNC:2561","2q22.1"
"HIF1A","Approved symbol","HIF1A","hypoxia inducible factor 1 subunit alpha","HGNC:4910","14q23.2"
"TAP2","Approved symbol","TAP2","transporter 2, ATP binding cassette subfamily B member","HGNC:44","6p21.32"
"TAP2","Alias symbol","SEC14L3","SEC14 like lipid binding 3","HGNC:18655","22q12.2"
"CCDC88A","Approved symbol","CCDC88A","coiled-coil domain containing 88A","HGNC:25523","2p16.1"
"CYP27A1","Approved symbol","CYP27A1","cytochrome P450 family 27 subfamily A member 1","HGNC:2605","2q35"
"CGN","Approved symbol","CGN","cingulin","HGNC:17429","1q21.3"
"TLR2","Approved symbol","TLR2","toll like receptor 2","HGNC:11848","4q31.3"
"NCEH1","Approved symbol","NCEH1","neutral cholesterol ester hydrolase 1","HGNC:29260","3q26.31"
"ECHDC1","Approved symbol","ECHDC1","ethylmalonyl-CoA decarboxylase 1","HGNC:21489","6q22.33"
"ADCY7","Approved symbol","ADCY7","adenylate cyclase 7","HGNC:238","16q12.1"
"LRRC8C","Approved symbol","LRRC8C","leucine rich repeat containing 8 VRAC subunit C","HGNC:25075","1p22.2"
"PIK3AP1","Approved symbol","PIK3AP1","phosphoinositide-3-kinase adaptor protein 1","HGNC:30034","10q24.1"
"TRIM16","Approved symbol","TRIM16","tripartite motif containing 16","HGNC:17241","17p12"
"C1orf38","Previous symbol","THEMIS2","thymocyte selection associated family member 2","HGNC:16839","1p35.3"
"GRTP1","Approved symbol","GRTP1","growth hormone regulated TBC protein 1","HGNC:20310","13q34"
"ICOSLG","Approved symbol","ICOSLG","inducible T cell costimulator ligand","HGNC:17087","21q22.3"
"ST6GAL1","Approved symbol","ST6GAL1","ST6 beta-galactoside alpha-2,6-sialyltransferase 1","HGNC:10860","3q27.3"
"ICAM1","Approved symbol","ICAM1","intercellular adhesion molecule 1","HGNC:5344","19p13.2"
"TNFAIP3","Approved symbol","TNFAIP3","TNF alpha induced protein 3","HGNC:11896","6q23.3"
"ADA","Approved symbol","ADA","adenosine deaminase","HGNC:186","20q13.12"
"SACS","Approved symbol","SACS","sacsin molecular chaperone","HGNC:10519","13q12.12"
"FXYD5","Approved symbol","FXYD5","FXYD domain containing ion transport regulator 5","HGNC:4029","19q13.12"
"PIK3CD","Approved symbol","PIK3CD","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","HGNC:8977","1p36.22"
"RELT","Approved symbol","RELT","RELT TNF receptor","HGNC:13764","11q13.4"
"ADORA3","Approved symbol","ADORA3","adenosine A3 receptor","HGNC:268","1p13.2"
"FAM13A","Approved symbol","FAM13A","family with sequence similarity 13 member A","HGNC:19367","4q22.1"
"NEDD4L","Approved symbol","NEDD4L","NEDD4 like E3 ubiquitin protein ligase","HGNC:7728","18q21.31"
"LRRK1","Approved symbol","LRRK1","leucine rich repeat kinase 1","HGNC:18608","15q26.3"
"MS4A7","Approved symbol","MS4A7","membrane spanning 4-domains A7","HGNC:13378","11q12.2"
"MS4A7","Alias symbol","MS4A4A","membrane spanning 4-domains A4A","HGNC:13371","11q12.2"
"C6orf192","Previous symbol","SLC18B1","solute carrier family 18 member B1","HGNC:21573","6q23.2"
"CTSC","Approved symbol","CTSC","cathepsin C","HGNC:2528","11q14.2"
"AIG1","Approved symbol","AIG1","androgen induced 1","HGNC:21607","6q24.2"
"CDC42EP3","Approved symbol","CDC42EP3","CDC42 effector protein 3","HGNC:16943","2p22.2"
"LIMD2","Approved symbol","LIMD2","LIM domain containing 2","HGNC:28142","17q23.3"
"OBFC2A","Previous symbol","NABP1","nucleic acid binding protein 1","HGNC:26232","2q32.3"
"GBP1","Approved symbol","GBP1","guanylate binding protein 1","HGNC:4182","1p22.2"
"IL27RA","Approved symbol","IL27RA","interleukin 27 receptor subunit alpha","HGNC:17290","19p13.12"
"RND3","Approved symbol","RND3","Rho family GTPase 3","HGNC:671","2q23.3"
"SPNS2","Approved symbol","SPNS2","SPNS lysolipid transporter 2, sphingosine-1-phosphate","HGNC:26992","17p13.2"
"CD83","Approved symbol","CD83","CD83 molecule","HGNC:1703","6p23"
"ACSL4","Approved symbol","ACSL4","acyl-CoA synthetase long chain family member 4","HGNC:3571","Xq23"
"RASSF4","Approved symbol","RASSF4","Ras association domain family member 4","HGNC:20793","10q11.21"
"RASSF4","Alias symbol","RIN2","Ras and Rab interactor 2","HGNC:18750","20p11.23"
"SH3KBP1","Approved symbol","SH3KBP1","SH3 domain containing kinase binding protein 1","HGNC:13867","Xp22.12"
"RPS6KA3","Approved symbol","RPS6KA3","ribosomal protein S6 kinase A3","HGNC:10432","Xp22.12"
"PLEKHO1","Approved symbol","PLEKHO1","pleckstrin homology domain containing O1","HGNC:24310","1q21.2"
"RUNX3","Approved symbol","RUNX3","RUNX family transcription factor 3","HGNC:10473","1p36.11"
"FKBP4","Approved symbol","FKBP4","FKBP prolyl isomerase 4","HGNC:3720","12p13.33"
"IL32","Approved symbol","IL32","interleukin 32","HGNC:16830","16p13.3"
"DAPK1","Approved symbol","DAPK1","death associated protein kinase 1","HGNC:2674","9q21.33"
"SEL1L3","Approved symbol","SEL1L3","SEL1L family member 3","HGNC:29108","4p15.2"
"PIM1","Approved symbol","PIM1","Pim-1 proto-oncogene, serine/threonine kinase","HGNC:8986","6p21.2"
"PIM1","Alias symbol","LONP1","lon peptidase 1, mitochondrial","HGNC:9479","19p13.2"
"OSBPL3","Approved symbol","OSBPL3","oxysterol binding protein like 3","HGNC:16370","7p15.3"
"MAPRE2","Approved symbol","MAPRE2","microtubule associated protein RP/EB family member 2","HGNC:6891","18q12.1-q12.2"
"SH3BP1","Approved symbol","SH3BP1","SH3 domain binding protein 1","HGNC:10824","22q13.1"
"FUT4","Approved symbol","FUT4","fucosyltransferase 4","HGNC:4015","11q21"
"C1GALT1","Approved symbol","C1GALT1","core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1","HGNC:24337","7p22.1-p21.3"
"LYN","Approved symbol","LYN","LYN proto-oncogene, Src family tyrosine kinase","HGNC:6735","8q12.1"
"SCPEP1","Approved symbol","SCPEP1","serine carboxypeptidase 1","HGNC:29507","17q22"
"CD82","Approved symbol","CD82","CD82 molecule","HGNC:6210","11p11.2"
"PLCG2","Approved symbol","PLCG2","phospholipase C gamma 2","HGNC:9066","16q24.1"
"SIRPA","Approved symbol","SIRPA","signal regulatory protein alpha","HGNC:9662","20p13"
"UPP1","Approved symbol","UPP1","uridine phosphorylase 1","HGNC:12576","7p12.3"
"SOD2","Approved symbol","SOD2","superoxide dismutase 2","HGNC:11180","6q25.3"
"RIN3","Approved symbol","RIN3","Ras and Rab interactor 3","HGNC:18751","14q32.12"
"ITM2C","Approved symbol","ITM2C","integral membrane protein 2C","HGNC:6175","2q37.1"
"PRKD3","Approved symbol","PRKD3","protein kinase D3","HGNC:9408","2p22.2"
"COTL1","Approved symbol","COTL1","coactosin like F-actin binding protein 1","HGNC:18304","16q24.1"
"PRNP","Approved symbol","PRNP","prion protein","HGNC:9449","20p13"
"FMNL2","Approved symbol","FMNL2","formin like 2","HGNC:18267","2q23.3"
"MSN","Approved symbol","MSN","moesin","HGNC:7373","Xq12"
"CX3CL1","Approved symbol","CX3CL1","C-X3-C motif chemokine ligand 1","HGNC:10647","16q21"
"GLIPR2","Approved symbol","GLIPR2","GLI pathogenesis related 2","HGNC:18007","9p13.3"
"COL6A1","Approved symbol","COL6A1","collagen type VI alpha 1 chain","HGNC:2211","21q22.3"
"FHL2","Approved symbol","FHL2","four and a half LIM domains 2","HGNC:3703","2q12.2"
"PDLIM1","Approved symbol","PDLIM1","PDZ and LIM domain 1","HGNC:2067","10q23.33"
"FOSL2","Approved symbol","FOSL2","FOS like 2, AP-1 transcription factor subunit","HGNC:3798","2p23.2"
"LOC100130776","Alias symbol","AGAP2-AS1","AGAP2 antisense RNA 1","HGNC:48633","12q14.1"
